24/05/04 17:33:39 | INFO | root | Reading sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loaded 525 sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loading model
24/05/04 17:34:14 | INFO | root | Starting Predictions
24/05/04 17:34:20 | INFO | root | Predicted structure for 300_(ef4,ef2)_(WP_024878302-1,WP_244536190-1)|('WP_024878302-1', 'head')|('WP_024878302-1', 'ef4')|('WP_024878302-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 57, pLDDT 86.3, pTM 0.728 in 0.3s (amortized, batch size 17). 1 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 505_(ef4,ef3)_(WP_196407746-1,WP_074826049-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 58, pLDDT 83.3, pTM 0.665 in 0.2s (amortized, batch size 17). 142 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 506_(ef4,ef3)_(WP_196407746-1,MCJ2031403-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 58, pLDDT 86.5, pTM 0.720 in 0.2s (amortized, batch size 17). 143 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 507_(ef4,ef3)_(WP_196407746-1,WP_238256066-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 58, pLDDT 86.5, pTM 0.720 in 0.2s (amortized, batch size 17). 144 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 508_(ef4,ef3)_(WP_196407746-1,WP_231346494-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 58, pLDDT 86.5, pTM 0.720 in 0.2s (amortized, batch size 17). 145 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 509_(ef4,ef3)_(WP_196407746-1,OLB71496-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 58, pLDDT 86.3, pTM 0.719 in 0.2s (amortized, batch size 17). 146 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 511_(ef4,ef3)_(WP_018267140-1,WP_048445733-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 58, pLDDT 85.8, pTM 0.713 in 0.2s (amortized, batch size 17). 147 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 512_(ef4,ef3)_(WP_018267140-1,WP_147081983-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 58, pLDDT 85.7, pTM 0.694 in 0.2s (amortized, batch size 17). 148 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 513_(ef4,ef3)_(WP_018267140-1,WP_091858554-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 58, pLDDT 84.9, pTM 0.679 in 0.2s (amortized, batch size 17). 149 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 514_(ef4,ef3)_(WP_018267140-1,WP_147080767-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 58, pLDDT 85.8, pTM 0.716 in 0.2s (amortized, batch size 17). 150 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 516_(ef4,ef3)_(WP_018267140-1,WP_012453714-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 58, pLDDT 86.4, pTM 0.725 in 0.2s (amortized, batch size 17). 151 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 518_(ef4,ef3)_(WP_018267140-1,WP_003601797-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 58, pLDDT 86.4, pTM 0.725 in 0.2s (amortized, batch size 17). 152 / 525 completed.
24/05/04 17:34:42 | INFO | root | Predicted structure for 519_(ef4,ef3)_(WP_018267140-1,WP_026016174-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 58, pLDDT 82.4, pTM 0.672 in 0.2s (amortized, batch size 17). 153 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 520_(ef4,ef3)_(WP_018267140-1,WP_074826049-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 58, pLDDT 83.3, pTM 0.669 in 0.2s (amortized, batch size 17). 154 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 521_(ef4,ef3)_(WP_018267140-1,MCJ2031403-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 58, pLDDT 86.3, pTM 0.724 in 0.2s (amortized, batch size 17). 155 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 522_(ef4,ef3)_(WP_018267140-1,WP_238256066-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 58, pLDDT 86.3, pTM 0.724 in 0.2s (amortized, batch size 17). 156 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 523_(ef4,ef3)_(WP_018267140-1,WP_231346494-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 58, pLDDT 86.3, pTM 0.724 in 0.2s (amortized, batch size 17). 157 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 524_(ef4,ef3)_(WP_018267140-1,OLB71496-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 58, pLDDT 85.9, pTM 0.721 in 0.2s (amortized, batch size 17). 158 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 15_(ef2,ef3)_(TMJ90498-1,MBV9520790-1)|('TMJ90498-1', 'head')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 78.4, pTM 0.597 in 0.2s (amortized, batch size 17). 159 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 22_(ef2,ef3)_(TMJ90498-1,MBV8427531-1)|('TMJ90498-1', 'head')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 81.4, pTM 0.779 in 0.2s (amortized, batch size 17). 160 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 30_(ef2,ef3)_(WP_020174296-1,MBV9520790-1)|('WP_020174296-1', 'head')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 72.4, pTM 0.640 in 0.2s (amortized, batch size 17). 161 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 37_(ef2,ef3)_(WP_020174296-1,MBV8427531-1)|('WP_020174296-1', 'head')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 74.6, pTM 0.672 in 0.2s (amortized, batch size 17). 162 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 60_(ef2,ef3)_(WP_184513836-1,MBV9520790-1)|('WP_184513836-1', 'head')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 80.5, pTM 0.757 in 0.2s (amortized, batch size 17). 163 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 67_(ef2,ef3)_(WP_184513836-1,MBV8427531-1)|('WP_184513836-1', 'head')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 87.4, pTM 0.825 in 0.2s (amortized, batch size 17). 164 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 105_(ef2,ef3)_(MBN9042672-1,MBV9520790-1)|('MBN9042672-1', 'head')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 73.6, pTM 0.515 in 0.2s (amortized, batch size 17). 165 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 112_(ef2,ef3)_(MBN9042672-1,MBV8427531-1)|('MBN9042672-1', 'head')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 74.7, pTM 0.563 in 0.2s (amortized, batch size 17). 166 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 241_(ef1,ef2)_(MBI1981207-1,TMJ90498-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'tail') with length 59, pLDDT 78.3, pTM 0.628 in 0.2s (amortized, batch size 17). 167 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 242_(ef1,ef2)_(MBI1981207-1,WP_020174296-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'tail') with length 59, pLDDT 85.3, pTM 0.695 in 0.2s (amortized, batch size 17). 168 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 243_(ef1,ef2)_(MBI1981207-1,WP_099908472-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_099908472-1', 'ef2')|('WP_099908472-1', 'tail') with length 59, pLDDT 84.4, pTM 0.695 in 0.2s (amortized, batch size 17). 169 / 525 completed.
24/05/04 17:34:45 | INFO | root | Predicted structure for 244_(ef1,ef2)_(MBI1981207-1,WP_184513836-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'tail') with length 59, pLDDT 82.8, pTM 0.657 in 0.2s (amortized, batch size 17). 170 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 245_(ef1,ef2)_(MBI1981207-1,WP_183506314-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'tail') with length 59, pLDDT 80.7, pTM 0.627 in 0.2s (amortized, batch size 17). 171 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 246_(ef1,ef2)_(MBI1981207-1,WP_092036464-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'tail') with length 59, pLDDT 83.1, pTM 0.671 in 0.2s (amortized, batch size 17). 172 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 247_(ef1,ef2)_(MBI1981207-1,MBN9042672-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'tail') with length 59, pLDDT 84.5, pTM 0.695 in 0.2s (amortized, batch size 17). 173 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 248_(ef1,ef2)_(MBI1981207-1,NJM54704-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('NJM54704-1', 'ef2')|('NJM54704-1', 'tail') with length 59, pLDDT 81.5, pTM 0.669 in 0.2s (amortized, batch size 17). 174 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 249_(ef1,ef2)_(MBI1981207-1,WP_024519214-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'tail') with length 59, pLDDT 80.1, pTM 0.640 in 0.2s (amortized, batch size 17). 175 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 250_(ef1,ef2)_(MBI1981207-1,WP_209296140-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'tail') with length 59, pLDDT 79.3, pTM 0.634 in 0.2s (amortized, batch size 17). 176 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 251_(ef1,ef2)_(MBI1981207-1,WP_122402182-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'tail') with length 59, pLDDT 79.3, pTM 0.634 in 0.2s (amortized, batch size 17). 177 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 252_(ef1,ef2)_(MBI1981207-1,WP_238286702-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'tail') with length 59, pLDDT 82.6, pTM 0.670 in 0.2s (amortized, batch size 17). 178 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 253_(ef1,ef2)_(MBI1981207-1,WP_233385613-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_233385613-1', 'ef2')|('WP_233385613-1', 'tail') with length 59, pLDDT 80.1, pTM 0.626 in 0.2s (amortized, batch size 17). 179 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 254_(ef1,ef2)_(MBI1981207-1,WP_026190475-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_026190475-1', 'ef2')|('WP_026190475-1', 'tail') with length 59, pLDDT 82.8, pTM 0.644 in 0.2s (amortized, batch size 17). 180 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 286_(ef1,ef2)_(WP_036280395-1,TMJ90498-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'tail') with length 59, pLDDT 77.8, pTM 0.637 in 0.2s (amortized, batch size 17). 181 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 287_(ef1,ef2)_(WP_036280395-1,WP_020174296-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'tail') with length 59, pLDDT 81.9, pTM 0.671 in 0.2s (amortized, batch size 17). 182 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 288_(ef1,ef2)_(WP_036280395-1,WP_099908472-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_099908472-1', 'ef2')|('WP_099908472-1', 'tail') with length 59, pLDDT 81.8, pTM 0.680 in 0.2s (amortized, batch size 17). 183 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 289_(ef1,ef2)_(WP_036280395-1,WP_184513836-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'tail') with length 59, pLDDT 80.4, pTM 0.644 in 0.2s (amortized, batch size 17). 184 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 290_(ef1,ef2)_(WP_036280395-1,WP_183506314-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'tail') with length 59, pLDDT 77.7, pTM 0.611 in 0.2s (amortized, batch size 17). 185 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 291_(ef1,ef2)_(WP_036280395-1,WP_092036464-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'tail') with length 59, pLDDT 82.2, pTM 0.687 in 0.2s (amortized, batch size 17). 186 / 525 completed.
24/05/04 17:34:48 | INFO | root | Predicted structure for 292_(ef1,ef2)_(WP_036280395-1,MBN9042672-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'tail') with length 59, pLDDT 82.3, pTM 0.691 in 0.2s (amortized, batch size 17). 187 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 293_(ef1,ef2)_(WP_036280395-1,NJM54704-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('NJM54704-1', 'ef2')|('NJM54704-1', 'tail') with length 59, pLDDT 79.5, pTM 0.661 in 0.2s (amortized, batch size 17). 188 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 294_(ef1,ef2)_(WP_036280395-1,WP_024519214-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'tail') with length 59, pLDDT 79.6, pTM 0.646 in 0.2s (amortized, batch size 17). 189 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 295_(ef1,ef2)_(WP_036280395-1,WP_209296140-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'tail') with length 59, pLDDT 77.2, pTM 0.618 in 0.2s (amortized, batch size 17). 190 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 296_(ef1,ef2)_(WP_036280395-1,WP_122402182-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'tail') with length 59, pLDDT 77.2, pTM 0.618 in 0.2s (amortized, batch size 17). 191 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 297_(ef1,ef2)_(WP_036280395-1,WP_238286702-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_238286702-1', 'ef2')|('WP_238286702-1', 'tail') with length 59, pLDDT 81.5, pTM 0.676 in 0.2s (amortized, batch size 17). 192 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 298_(ef1,ef2)_(WP_036280395-1,WP_233385613-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_233385613-1', 'ef2')|('WP_233385613-1', 'tail') with length 59, pLDDT 77.1, pTM 0.610 in 0.2s (amortized, batch size 17). 193 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 299_(ef1,ef2)_(WP_036280395-1,WP_026190475-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_026190475-1', 'ef2')|('WP_026190475-1', 'tail') with length 59, pLDDT 79.9, pTM 0.632 in 0.2s (amortized, batch size 17). 194 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 391_(ef1,ef3)_(MBI1981207-1,WP_048445733-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 59, pLDDT 84.6, pTM 0.697 in 0.2s (amortized, batch size 17). 195 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 392_(ef1,ef3)_(MBI1981207-1,WP_147081983-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 59, pLDDT 83.7, pTM 0.680 in 0.2s (amortized, batch size 17). 196 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 393_(ef1,ef3)_(MBI1981207-1,WP_091858554-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 59, pLDDT 82.7, pTM 0.639 in 0.2s (amortized, batch size 17). 197 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 394_(ef1,ef3)_(MBI1981207-1,WP_147080767-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 59, pLDDT 84.7, pTM 0.693 in 0.2s (amortized, batch size 17). 198 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 396_(ef1,ef3)_(MBI1981207-1,WP_012453714-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 59, pLDDT 83.1, pTM 0.665 in 0.2s (amortized, batch size 17). 199 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 398_(ef1,ef3)_(MBI1981207-1,WP_003601797-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 59, pLDDT 83.1, pTM 0.665 in 0.2s (amortized, batch size 17). 200 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 399_(ef1,ef3)_(MBI1981207-1,WP_026016174-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 59, pLDDT 84.2, pTM 0.702 in 0.2s (amortized, batch size 17). 201 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 400_(ef1,ef3)_(MBI1981207-1,WP_074826049-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 59, pLDDT 80.3, pTM 0.641 in 0.2s (amortized, batch size 17). 202 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 401_(ef1,ef3)_(MBI1981207-1,MCJ2031403-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 59, pLDDT 83.1, pTM 0.665 in 0.2s (amortized, batch size 17). 203 / 525 completed.
24/05/04 17:34:51 | INFO | root | Predicted structure for 402_(ef1,ef3)_(MBI1981207-1,WP_238256066-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 59, pLDDT 83.1, pTM 0.665 in 0.2s (amortized, batch size 17). 204 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 403_(ef1,ef3)_(MBI1981207-1,WP_231346494-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 59, pLDDT 83.1, pTM 0.665 in 0.2s (amortized, batch size 17). 205 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 404_(ef1,ef3)_(MBI1981207-1,OLB71496-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 59, pLDDT 85.4, pTM 0.712 in 0.2s (amortized, batch size 17). 206 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 436_(ef1,ef3)_(WP_036280395-1,WP_048445733-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 59, pLDDT 81.8, pTM 0.668 in 0.2s (amortized, batch size 17). 207 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 437_(ef1,ef3)_(WP_036280395-1,WP_147081983-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 59, pLDDT 81.0, pTM 0.653 in 0.2s (amortized, batch size 17). 208 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 438_(ef1,ef3)_(WP_036280395-1,WP_091858554-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 59, pLDDT 80.4, pTM 0.635 in 0.2s (amortized, batch size 17). 209 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 439_(ef1,ef3)_(WP_036280395-1,WP_147080767-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 59, pLDDT 81.2, pTM 0.671 in 0.2s (amortized, batch size 17). 210 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 441_(ef1,ef3)_(WP_036280395-1,WP_012453714-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 59, pLDDT 81.7, pTM 0.668 in 0.2s (amortized, batch size 17). 211 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 443_(ef1,ef3)_(WP_036280395-1,WP_003601797-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 59, pLDDT 81.7, pTM 0.668 in 0.2s (amortized, batch size 17). 212 / 525 completed.
